"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"211","Dec-22","Airbus A380","United Kingdom","Business","Doha",NA,"London","Economy Class",5,3,5,1,NA,1,4,"no"
"212","Dec-22","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Barbados","Business Class",3,4,4,4,NA,2,3,"no"
"213","Dec-22","Boeing 777","United Kingdom","Solo Leisure","London Gatwick",NA,"Cape Town","Premium Economy",3,4,2,4,NA,2,3,"no"
"214","Dec-22","Airbus A350","United Kingdom","Solo Leisure","Cape Town",NA,"London","Business Class",4,3,1,2,NA,2,2,"no"
"215","Dec-22",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Frankfurt","Economy Class",3,3,1,NA,NA,NA,1,"no"
"216","Dec-22",NA,"Canada","Family Leisure","Vancouver","London","Delhi","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"217","Dec-22","Airbus A320","France","Couple Leisure","Marseille",NA,"London","Economy Class",3,3,4,2,NA,NA,5,"yes"
"218","Dec-22","Boeing 777-300","United Kingdom","Couple Leisure","London",NA,"Male","First Class",2,2,3,1,1,1,1,"no"
"219","Dec-22","Airbus A320","United Kingdom","Solo Leisure","Keflavik",NA,"London Heathrow","Economy Class",2,3,1,NA,NA,NA,1,"no"
"220","Oct-22",NA,"United Kingdom","Business","London Heathrow",NA,"Frankfurt","Business Class",3,4,1,3,NA,NA,1,"no"
"221","Dec-22",NA,"United Kingdom","Solo Leisure","London Heathrow","Doha","Bangkok","Economy Class",2,2,1,2,NA,2,1,"no"
"222","Nov-22",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Cancun","Premium Economy",4,1,1,1,NA,3,1,"no"
"223","Dec-22",NA,"United States","Solo Leisure","London",NA,"Phoenix","Premium Economy",3,5,1,4,NA,3,4,"no"
"224","Dec-22","Airbus A321","United Kingdom","Business","London",NA,"Rome","Business Class",4,4,1,5,4,NA,4,"yes"
"225","Dec-22","Boeing 777","United Kingdom","Couple Leisure","Barbados",NA,"London Heathrow","Business Class",1,1,1,1,NA,1,1,"no"
"226","Nov-22","Boeing 777-200","New Zealand","Solo Leisure","Doha",NA,"London Gatwick","Economy Class",2,5,3,4,NA,4,5,"yes"
"227","Dec-22","Airbus A320","United Kingdom","Business","Glasgow",NA,"London","Business Class",5,5,5,3,3,3,3,"no"
"228","Dec-22","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Boston","Premium Economy",3,4,3,3,NA,NA,3,"yes"
"229","Nov-22","Airbus A320","Czech Republic","Solo Leisure","London",NA,"Prague","Business Class",2,1,2,1,NA,NA,1,"no"
"230","Dec-22",NA,"United Kingdom","Business","London",NA,"Larnaca","Business Class",1,NA,2,NA,NA,NA,3,"no"
"231","Dec-22",NA,"United Kingdom","Family Leisure","Cairo",NA,"London","Economy Class",3,2,3,1,NA,NA,2,"no"
"232","Dec-22","Boeing 787-9","United States","Business","Denver",NA,"London","Economy Class",1,1,1,1,NA,3,1,"no"
"233","Jun-22","Airbus A320","United Kingdom","Solo Leisure","London",NA,"Marrakech","Business Class",3,5,4,5,NA,NA,3,"yes"
"234","Nov-22","Airbus A380","United States","Solo Leisure","San Francisco",NA,"London","Economy Class",2,1,3,2,1,2,2,"no"
"235","Nov-22","Airbus A320","United Kingdom","Solo Leisure","London",NA,"Lisbon","Business Class",3,4,3,4,NA,NA,3,"yes"
"236","Jan-22","Boeing 787","Canada","Solo Leisure","Montreal","London Heathrow","Edinburgh","Economy Class",4,4,4,4,NA,4,4,"yes"
"237","Nov-22",NA,"United States","Solo Leisure","Miami","London","Budapest","Economy Class",2,3,1,3,NA,4,1,"no"
"238","Nov-22",NA,"Canada","Solo Leisure","Amman Jordan",NA,"London Heathrow","Premium Economy",3,2,4,1,NA,NA,2,"no"
"239","Aug-22",NA,"United States","Solo Leisure","Dusseldorf","Los Angeles","London","Economy Class",1,1,1,1,1,1,1,"no"
"240","Nov-22","Boeing 777","United Kingdom","Solo Leisure","London",NA,"Cape Town","Business Class",4,2,1,1,NA,4,1,"no"
"241","Nov-22",NA,"Italy","Solo Leisure","Milan","London ","Dallas","Economy Class",2,5,2,2,2,2,1,"no"
"242","Nov-22","Boeing 787-8","Malaysia","Solo Leisure","Baltimore",NA,"London Heathrow","Economy Class",1,3,2,3,NA,1,3,"yes"
"243","Oct-22",NA,"United Arab Emirates","Couple Leisure","Dubai","London","Belfast","Business Class",3,3,1,3,2,2,1,"no"
"244","Jul-22",NA,"United States","Couple Leisure","Dallas","London","Bologna","Economy Class",5,5,1,NA,NA,NA,1,"no"
"245","Oct-22",NA,"United States","Solo Leisure","San Francisco",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"246","Oct-22","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Gibraltar","Economy Class",2,1,3,1,NA,NA,3,"no"
"247","Oct-22","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Nairobi","Business Class",3,1,1,1,1,2,1,"no"
"248","Oct-22","A350-1000","United States","Solo Leisure","London",NA,"Los Angeles","Business Class",5,4,3,5,5,5,5,"yes"
"249","Oct-22","Airbus A320","United States","Solo Leisure","Copenhagen",NA,"Heathrow","Business Class",3,5,4,5,5,NA,5,"yes"
"250","Oct-22","Airbus A320","United Kingdom","Family Leisure","Larnaca",NA,"London","Economy Class",1,2,2,1,NA,1,2,"no"
"251","Oct-22","Boeing 787-10","United States","Couple Leisure","Atlanta",NA,"London","Business Class",5,4,5,4,5,5,4,"yes"
"252","Sep-22","Airbus A380","United States","Solo Leisure","Madrid","London","San Francisco","Business Class",3,1,3,1,NA,4,1,"no"
"253","Oct-22","Airbus A380","Malaysia","Solo Leisure","London",NA,"Washington","Economy Class",3,5,2,5,NA,3,5,"yes"
"254","Oct-22","Airbus A380","United Kingdom","Couple Leisure","London",NA,"San Francisco","Economy Class",1,1,1,3,5,3,1,"no"
"255","Oct-22",NA,"United Kingdom","Solo Leisure","London",NA,"Delhi","Economy Class",2,2,4,1,NA,3,1,"no"
"256","Oct-22","Boeing 777-300","United States","Couple Leisure","London",NA,"Los Angeles","Economy Class",3,4,4,3,NA,4,4,"yes"
"257","Oct-22","Boeing 777","United Kingdom","Couple Leisure","Miami",NA,"London Heathrow","Business Class",5,5,4,3,NA,2,3,"yes"
"258","Oct-22","Airbus A380","United Kingdom","Solo Leisure","Dubai",NA,"London","Business Class",4,4,4,4,2,2,3,"yes"
"259","Oct-22","Airbus A320neo","United States","Couple Leisure","London",NA,"Cairo","Economy Class",1,1,4,1,1,NA,1,"no"
"260","Oct-22","Boeing 777","United States","Solo Leisure","Orlando",NA,"London Gatwick","Business Class",5,5,5,5,4,5,4,"yes"
"261","Oct-22","Airbus A321neo","United Kingdom","Business","London",NA,"Cairo","Economy Class",2,4,3,1,2,NA,1,"no"
"262","Sep-22","Airbus A380","United States","Couple Leisure","Dallas",NA,"London","Economy Class",2,4,4,2,NA,4,3,"yes"
"263","Sep-22","Airbus A319","United Kingdom","Couple Leisure","Jersey",NA,"London Heathrow","Business Class",4,4,3,4,NA,NA,4,"yes"
"264","Sep-22","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Jersey","Business Class",4,5,3,4,NA,NA,4,"yes"
"265","Sep-22","Airbus A320-200","United States","Solo Leisure","Istanbul",NA,"London Heathrow","Business Class",1,3,3,2,NA,1,2,"no"
"266","Sep-22","Boeing 777-200","United States","Solo Leisure","London Heathrow",NA,"New York JFK","Business Class",5,4,5,4,NA,4,5,"yes"
"267","Jun-22",NA,"Singapore","Business","Gothenburg","London","Jersey","Economy Class",2,2,1,NA,NA,NA,1,"no"
"268","Sep-22",NA,"United Kingdom","Solo Leisure","Heathrow",NA,"Mexico City","Premium Economy",5,5,5,5,5,5,5,"yes"
"269","Sep-22",NA,"Netherlands","Solo Leisure","London",NA,"Tampa","Economy Class",5,5,5,5,5,5,5,"yes"
"270","Sep-22",NA,"Australia","Solo Leisure","Sydney","Singapore","London","Economy Class",1,3,4,2,5,5,2,"yes"
"271","Sep-22","Airbus A320","United Kingdom","Couple Leisure","London",NA,"Lisbon","Economy Class",4,5,3,1,NA,NA,3,"yes"
"272","Sep-22",NA,"United States","Business","London",NA,"Istanbul","Business Class",1,1,1,1,NA,NA,1,"no"
"273","Sep-22",NA,"United Kingdom","Couple Leisure","London",NA,"Manchester","Economy Class",4,1,1,2,1,1,1,"no"
"274","Aug-22","Boeing 777","New Zealand","Family Leisure","London",NA,"Rome","Economy Class",4,4,1,3,NA,NA,2,"no"
"275","Sep-22",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Malaga","Business Class",3,5,4,5,1,1,3,"yes"
"276","Nov-21",NA,"United Kingdom","Business","Heathrow",NA,"Tenerife","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"277","Aug-22",NA,"United Kingdom","Couple Leisure","Manchester","London","Seattle","Economy Class",3,2,4,1,NA,2,3,"no"
"278","Apr-22",NA,"United States","Couple Leisure","San Francisco",NA,"London","Premium Economy",2,1,1,2,NA,3,1,"no"
"279","Aug-22",NA,"United Kingdom","Couple Leisure","Berlin",NA,"London City","Economy Class",3,5,2,4,NA,NA,4,"yes"
"280","Aug-22","Boeing 787","United Kingdom","Couple Leisure","Tel Aviv",NA,"London","Economy Class",5,5,3,5,NA,5,4,"yes"
"281","Jun-22",NA,"United Kingdom","Solo Leisure","London","Singapore","Manila","Business Class",1,1,1,1,NA,1,1,"no"
"282","Jun-22",NA,"United Kingdom","Solo Leisure","London",NA,"Barcelona","Economy Class",1,2,1,1,NA,NA,1,"no"
"283","Jun-22",NA,"United States","Business","Los Angeles","London","Thessaloniki","Business Class",2,2,1,1,NA,NA,1,"no"
"284","Aug-22",NA,"Ireland","Couple Leisure","Boston","London","Dublin","Economy Class",5,5,5,5,1,5,5,"yes"
"285","Jul-22",NA,"United States","Couple Leisure","London",NA,"New York","Economy Class",5,5,5,5,5,5,3,"yes"
"286","Aug-22","Boeing 777","South Africa","Family Leisure","Cape Town",NA,"London Heathrow","Economy Class",2,1,4,1,NA,3,3,"no"
"287","May-22",NA,"United States","Couple Leisure","Dallas Fort-Worth",NA,"London","Premium Economy",3,5,4,5,NA,NA,4,"yes"
"288","Jul-22",NA,"United Kingdom","Family Leisure","London",NA,"Amsterdam","Economy Class",1,1,1,1,NA,NA,1,"no"
"289","Jun-22","Airbus A320","United Kingdom","Solo Leisure","London",NA,"Marrakesh","Business Class",1,1,1,1,1,1,1,"no"
"290","Nov-21",NA,"Ghana","Solo Leisure","Accra",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"291","Jul-22",NA,"United States","Solo Leisure","Nairobi","London","New York","Economy Class",3,5,3,3,NA,NA,1,"no"
"292","Jul-22","Airbus A380","United Kingdom","Family Leisure","San Francisco",NA,"London","Business Class",4,5,4,4,5,4,4,"yes"
"293","May-22","Airbus A320","United Kingdom","Solo Leisure","London",NA,"Amman","Economy Class",1,1,1,NA,NA,NA,1,"no"
"294","Jul-22",NA,"United States","Family Leisure","Edinburgh","London","Washington","Economy Class",2,2,1,2,NA,NA,1,"no"
"295","Jun-22",NA,"Netherlands","Couple Leisure","Vancouver","London","Amsterdam","Economy Class",5,5,1,5,NA,5,1,"no"
"296","Jul-22","A350-1000","United Kingdom","Couple Leisure","Sao Paulo",NA,"Heathrow ","Economy Class",1,2,3,3,NA,1,3,"yes"
"297","May-22","Airbus A321","Australia","Couple Leisure","London",NA,"Reykjavik","Economy Class",3,4,1,1,NA,NA,4,"yes"
"298","Jul-22","Airbus A321","United Kingdom","Business","Belfast",NA,"London","Economy Class",4,5,2,2,NA,NA,4,"yes"
"299","Jul-22",NA,"United Kingdom","","London",NA,"Malaga","Business Class",NA,NA,NA,NA,NA,NA,1,"no"
"300","Jul-22",NA,"Canada","Couple Leisure","London",NA,"Toronto","Business Class",5,5,5,5,NA,5,5,"yes"
"301","Jul-22","Airbus A350","United Kingdom","Family Leisure","London",NA,"Los Angeles","Business Class",4,4,5,4,5,5,4,"yes"
"302","Jul-22",NA,"United States","Family Leisure","Washington",NA,"London","Economy Class",1,1,1,NA,NA,NA,1,"no"
"303","Jul-22",NA,"United States","Solo Leisure","Nairobi","London","New York","Premium Economy",1,1,1,1,1,1,1,"no"
"304","Jul-22","Embraer 190","United States","Couple Leisure","Dublin",NA,"London City","Business Class",4,4,1,3,NA,NA,1,"no"
"305","Jul-22","Airbus A320","Italy","Solo Leisure","Venice","London Heathrow","Baltimore","Premium Economy",3,3,1,3,1,2,2,"no"
"306","Jun-22",NA,"United States","Couple Leisure","London",NA,"Nairobi","Premium Economy",NA,NA,NA,NA,NA,NA,1,"no"
"307","Jun-22","Airbus A350","South Africa","Couple Leisure","London Heathrow",NA,"Johannesburg","Economy Class",1,3,2,3,NA,2,4,"no"
"308","Jun-22",NA,"Ireland","Family Leisure","Belfast",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"309","Jun-22",NA,"United States","Family Leisure","",NA,NA,"Business Class",2,2,1,2,NA,2,1,"no"
"310","Jul-21",NA,"Australia","Couple Leisure","London",NA,"Paris","Economy Class",1,1,1,1,1,1,1,"no"
"311","Jun-22",NA,"United States","Business","Miami",NA,"Paris","Business Class",3,4,3,4,1,2,1,"no"
"312","Jun-22",NA,"Canada","Family Leisure","Edmonton",NA,"Cairo","Economy Class",2,2,1,1,1,1,2,"no"
"313","Jun-22",NA,"Netherlands","Couple Leisure","Amsterdam","London","Montreal","Premium Economy",2,2,2,2,2,2,2,"no"
"314","Apr-22",NA,"Hong Kong","Solo Leisure","Hong Kong",NA,"London","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"315","Jun-22",NA,"Singapore","Family Leisure","Belfast",NA,"London","Economy Class",3,1,1,2,NA,NA,1,"no"
"316","Jun-22","Airbus A350","United Kingdom","Business","London",NA,"Johannesburg","Economy Class",1,4,3,1,1,2,2,"no"
"317","Jun-22","Airbus A320","United Kingdom","Couple Leisure","Paris CDG",NA,"London Heathrow","Economy Class",1,4,2,1,1,1,1,"no"
"318","Jun-22",NA,"United Kingdom","Couple Leisure","Portland",NA,"London","Business Class",2,4,4,2,NA,2,2,"no"
"319","Jun-22","Airbus A320","United Kingdom","Business","London",NA,"Malaga","Business Class",3,2,2,2,3,NA,3,"no"
"320","Jun-22",NA,"United States","Couple Leisure","Boston","Heathrow","Edinburgh","Economy Class",1,4,1,4,1,3,1,"no"
"321","Jun-22",NA,"Canada","Couple Leisure","Edmonton","Toronto","Santorini","Economy Class",1,1,1,NA,NA,NA,1,"no"
"322","Jun-22","Airbus A380","Canada","Solo Leisure","Vancouver",NA,"London","Economy Class",1,2,2,1,NA,3,3,"no"
"323","Jun-22","Boeing 777-200","United Kingdom","Couple Leisure","London",NA,"San Francisco","Business Class",4,4,2,3,4,5,4,"yes"
"324","Jun-22",NA,"Netherlands","Business","London",NA,"Amsterdam","Economy Class",2,2,2,NA,NA,NA,1,"no"
"325","Jun-22","Boeing 777","United Kingdom","Couple Leisure","Cancun",NA,"London Gatwick","Premium Economy",4,3,3,2,NA,4,3,"no"
"326","Jun-22",NA,"Germany","Couple Leisure","Phoenix","London","Hamburg","Economy Class",2,2,1,3,NA,4,1,"no"
"327","Jun-22",NA,"United States","Family Leisure","Dallas Fort-Worth","London","Toulouse","Business Class",1,1,1,1,1,1,1,"no"
"328","Jun-22","Airbus A320","United Kingdom","Couple Leisure","London",NA,"Thira","Business Class",5,5,5,5,NA,NA,5,"yes"
"329","Apr-22",NA,"United Kingdom","Family Leisure","Islamabad","London Gatwick","Manchester","Economy Class",5,5,5,5,NA,NA,4,"yes"
"330","Jun-22","Airbus A380","United Kingdom","Solo Leisure","Vancouver",NA,"London","Business Class",4,5,2,3,4,4,5,"yes"
"331","May-22","Boeing 777-300ER","United Kingdom","Business","London",NA,"Boston","Economy Class",4,5,5,5,5,NA,3,"yes"
"332","May-22",NA,"South Africa","Solo Leisure","Johannesburg","London","Toronto","Economy Class",4,4,4,4,1,NA,3,"yes"
"333","Feb-22",NA,"United Kingdom","Couple Leisure","Zurich",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"334","Apr-22","Boeing 777","South Africa","Couple Leisure","Johannesburg",NA,"London Heathrow","Business Class",4,4,3,3,NA,NA,3,"yes"
"335","May-22",NA,"Switzerland","Couple Leisure","Miami","London","Zurich","Business Class",4,3,1,3,NA,4,1,"no"
"336","May-22","Boeing 777-300","United Kingdom","Family Leisure","Bridgetown",NA,"London ","Economy Class",1,5,3,1,NA,3,1,"no"
"337","May-22",NA,"United Kingdom","Family Leisure","London",NA,"Malaga","Business Class",NA,NA,NA,NA,NA,NA,2,"no"
"338","May-22",NA,"United Kingdom","Couple Leisure","Dubrovnik",NA,"London","Business Class",2,2,4,1,NA,NA,1,"no"
"339","May-22",NA,"Bermuda","Couple Leisure","Amsterdam",NA,"London","Economy Class",2,1,1,1,NA,NA,1,"no"
"340","May-22",NA,"United States","Business","Columbus","Chicago","Nairobi","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"341","Mar-22",NA,"United Kingdom","Solo Leisure","London",NA,"Geneva","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"342","Mar-22",NA,"United Kingdom","Solo Leisure","London",NA,"Mauritius","Business Class",NA,NA,1,NA,NA,NA,1,"no"
"343","May-22","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Malaga","Economy Class",3,2,1,1,1,1,3,"no"
"344","May-22",NA,"Germany","Solo Leisure","Basel","London","Johannesburg","Economy Class",1,2,1,2,1,2,2,"no"
"345","May-22","Airbus A320","United Kingdom","Couple Leisure","Athens",NA,"London","Business Class",2,4,3,3,2,NA,2,"no"
"346","Apr-22","Boeing 787","United Kingdom","Solo Leisure","London",NA,"Mexico City","Premium Economy",5,4,4,4,NA,3,4,"yes"
"347","May-22",NA,"United States","Business","Glasgow",NA,"New York","Economy Class",3,4,1,4,4,4,1,"no"
"348","May-22",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Los Angeles","Economy Class",1,5,4,NA,NA,NA,1,"no"
"349","May-22","Boeing 777","United Arab Emirates","Solo Leisure","Dubai","London","Milan Malpensa","Premium Economy",5,5,5,5,3,5,5,"yes"
"350","May-22",NA,"United States","Solo Leisure","Los Angeles",NA,"London","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"351","Apr-22","Boeing 777","Botswana","Solo Leisure","London",NA,"Cape Town","Economy Class",2,1,1,2,NA,NA,1,"no"
"352","Apr-22",NA,"Brazil","Solo Leisure","São Paulo","London","Milan","Economy Class",5,5,5,5,5,5,5,"yes"
"353","Apr-22","Airbus A321neo","Panama","Family Leisure","Madrid",NA,"London Heathrow","Business Class",3,5,5,5,NA,NA,4,"yes"
"354","Apr-22","Airbus A320","United Kingdom","Couple Leisure","Dubrovnik",NA,"London Heathrow","Business Class",4,5,5,5,NA,NA,5,"yes"
"355","Apr-22",NA,"United Kingdom","Business","London",NA,"Aberdeen","Business Class",1,2,3,1,NA,NA,1,"no"
"356","Mar-22","Airbus A320","United Kingdom","Solo Leisure","Pisa",NA,"London Heathrow","Business Class",1,1,1,1,1,1,1,"no"
"357","Apr-22","Boeing 737","South Africa","Couple Leisure","Johannesburg",NA,"Durban","Economy Class",1,1,1,1,NA,NA,1,"no"
"358","Apr-22","Airbus A320","Sweden","Couple Leisure","Gothenburg","London","Manchester","Economy Class",3,3,1,1,1,NA,1,"no"
"359","Mar-22","Boeing 787","United Kingdom","Solo Leisure","Chicago",NA,"London","Business Class",5,5,3,5,NA,4,4,"yes"
"360","Apr-22",NA,"United Arab Emirates","Couple Leisure","Riyadh","London","Nice","Economy Class",2,3,1,2,NA,3,2,"no"
"361","Apr-22",NA,"Australia","Couple Leisure","London",NA,"Glasgow","Business Class",NA,NA,NA,NA,NA,NA,1,"no"
"362","Apr-22","Airbus A380","United Kingdom","Family Leisure","Glasgow","London","Washington","Economy Class",4,5,4,4,3,3,3,"yes"
"363","Apr-22","Airbus A320neo","United Kingdom","Business","Malaga",NA,"London","Business Class",2,4,2,2,1,NA,2,"no"
"364","Apr-22",NA,"United States","Couple Leisure","Nice","London","Dallas","Economy Class",5,5,5,4,5,5,4,"yes"
"365","Mar-22",NA,"United Kingdom","Solo Leisure","London",NA,"Paris","Economy Class",1,1,1,1,NA,NA,3,"no"
"366","Apr-22","Airbus A320","France","Couple Leisure","Phoenix","London","Paris","Business Class",3,2,2,2,NA,1,2,"no"
"367","Apr-22","Boeing 777-200","United States","Business","Phoenix",NA,"London Heathrow","Business Class",5,5,4,5,3,5,5,"yes"
"368","Apr-22",NA,"United States","Couple Leisure","Santorini","London","Los Angeles","Economy Class",1,1,1,1,NA,NA,1,"no"
"369","Jun-22",NA,"United Kingdom","Family Leisure","London",NA,"Tokyo","Business Class",NA,NA,NA,NA,NA,NA,1,"no"
"370","Apr-22","Embraer","United Kingdom","Solo Leisure","Edinburgh",NA,"London City","Business Class",5,5,5,5,NA,NA,4,"yes"
"371","Mar-22","Boeing 777-200ER","United Kingdom","Solo Leisure","Vancouver",NA,"London","Business Class",4,4,2,4,5,4,5,"yes"
"372","Mar-22","Airbus A319","United Kingdom","Couple Leisure","London",NA,"Venice","Business Class",2,4,2,2,NA,NA,3,"yes"
"373","Apr-22","Airbus A320","United Kingdom","Business","London",NA,"Barcelona","Business Class",1,1,1,1,NA,NA,1,"no"
"374","Mar-22","Boeing 777","United Kingdom","Couple Leisure","Barbados",NA,"Heathrow","Business Class",2,3,4,3,NA,1,3,"yes"
"375","Apr-22",NA,"United Kingdom","Business","Heathrow",NA,"Bologna","Economy Class",1,1,1,NA,NA,NA,1,"no"
"376","Apr-22","Airbus A320","Switzerland","Business","Geneva",NA,"London","Business Class",4,5,1,4,3,NA,4,"no"
"377","Apr-22",NA,"Australia","Solo Leisure","London",NA,"Singapore","Economy Class",1,1,1,1,1,1,1,"no"
"378","Mar-22","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Barbados","Business Class",4,5,4,4,NA,2,4,"yes"
"379","Mar-22","Boeing 777","United Kingdom","Couple Leisure","Cape Town",NA,"London Heathrow","Business Class",3,3,3,1,NA,NA,1,"no"
"380","Mar-22",NA,"United Kingdom","Couple Leisure","Sydney",NA,"Heathrow","Economy Class",3,1,2,1,NA,1,4,"no"
"381","Mar-22","Airbus A320","United Kingdom","Business","London",NA,"Malaga","Business Class",2,1,1,2,NA,1,1,"no"
"382","Mar-22",NA,"United States","Couple Leisure","Austin","Dublin","London","Economy Class",2,1,1,2,NA,NA,1,"no"
